date;Parc;Usage;Revenu
04/01/2023;8056;10060,2;587,34
05/01/2023;8049;10119,4;603,34
06/01/2023;8035;10226,53;608,71
07/01/2023;8023;10092,71;583,46
08/01/2023;7998;9149,24;527,77
09/01/2023;7989;10267,35;600,43
10/01/2023;8003;10215,65;597,73
11/01/2023;7994;9953,69;587,95
12/01/2023;7983;9760,36;580,67
13/01/2023;7978;10170,18;584,22
14/01/2023;7951;10202,28;583,23
15/01/2023;7917;8987,61;501,65
16/01/2023;7877;8313,94;514,15
17/01/2023;7900;9746,9;549,86
18/01/2023;7912;10020,7;570,54
19/01/2023;7926;9778,33;545,93
20/01/2023;7923;9985,33;564,81
21/01/2023;7914;9834,74;558,3
22/01/2023;7891;8718,23;487,65
23/01/2023;7879;9944,12;576,75
24/01/2023;7880;9597,23;541,33
25/01/2023;7881;10068,61;579,79
26/01/2023;7859;9902,23;560,69
27/01/2023;7850;9959,87;551,47
28/01/2023;7871;10550,65;580,67
29/01/2023;7857;9593,72;514,87
30/01/2023;7843;10379,9;578,62
31/01/2023;7824;10242,89;565,41
01/02/2023;7696;10224,41;564,95
02/02/2023;7716;10125,12;565,32
03/02/2023;7810;10542,08;577,35
04/02/2023;7823;10502,91;572,75
05/02/2023;7812;9366,95;513,5
06/02/2023;7810;10483,7;585,88
07/02/2023;7838;10685,74;593,9
08/02/2023;7845;10313,44;578,09
09/02/2023;7845;10472,6;595,12
10/02/2023;7844;10567,44;586,74
11/02/2023;7855;9290,21;576,76
12/02/2023;7840;7868,72;507,35
13/02/2023;7760;9196,78;614,54
14/02/2023;7797;8748,35;578,42
15/02/2023;7817;8956,28;561,13
16/02/2023;7809;9479,43;566,04
17/02/2023;7794;8906,87;568,07
18/02/2023;7779;8866,54;563,06
19/02/2023;7762;7770,12;488,51
20/02/2023;7807;9608,19;588,43
21/02/2023;7826;9173,93;552,4
22/02/2023;7839;8831,73;512,63
23/02/2023;7824;9548,38;559,02
24/02/2023;7816;9363,06;566,89
25/02/2023;7822;9435,23;570,98
26/02/2023;7769;8060,51;478,26
27/02/2023;7800;8644,85;599,89
28/02/2023;7823;8718,45;583,23
01/03/2023;7728;8978,54;651,06
02/03/2023;7812;8721,5;595,18
03/03/2023;7826;9065;604,4
04/03/2023;7831;8968,3;603,59
05/03/2023;7825;8121,64;537,2
06/03/2023;7793;8407,22;588,55
07/03/2023;7799;9005,09;639
08/03/2023;7798;9115,04;603,53
09/03/2023;7786;8888,74;590,28
10/03/2023;7781;8634,7;583,46
11/03/2023;7803;9258,6;562,53
12/03/2023;7812;8452,66;542,82
13/03/2023;7817;8998,84;582,5
14/03/2023;7812;8503,87;578,13
15/03/2023;7793;8103,24;570,79
16/03/2023;7786;8156,72;564,75
17/03/2023;7764;7987,62;546,36
18/03/2023;7736;8285,6;588,32
19/03/2023;7707;7197,91;512,93
20/03/2023;7699;8391,62;592,43
21/03/2023;7724;8326,36;564,86
22/03/2023;7724;8499,83;562,32
23/03/2023;7723;8499,58;548,99
24/03/2023;7701;8263,12;548,24
25/03/2023;7700;8544,13;572,85
26/03/2023;7694;7344,65;469,04
27/03/2023;7703;8612,32;584,35
28/03/2023;7711;8386,6;557,25
29/03/2023;7709;8541,63;564,44
30/03/2023;7694;8018,46;533,6
31/03/2023;7677;8318,28;570,03
01/04/2023;7683;8691,54;579,57
02/04/2023;7679;7906,89;506,46
03/04/2023;7636;8795,4;583,05
04/04/2023;7652;8648,6;558,79
05/04/2023;7715;9027,33;584,54
06/04/2023;7718;8661,55;552,71
07/04/2023;7722;8839,75;576,18
08/04/2023;7728;8773,42;557,16
09/04/2023;7730;8120,24;495,39
10/04/2023;7706;9061,48;581,04
11/04/2023;7706;8516,24;554,64
12/04/2023;7706;8193,62;541,01
13/04/2023;7579;8418,65;556,91
14/04/2023;7571;8509,09;556,49
15/04/2023;7559;8536,69;563,81
16/04/2023;7535;7680,47;480,12
17/04/2023;7530;8264,96;561,39
18/04/2023;7567;7872,04;514,9
19/04/2023;7574;8314,16;546,46
20/04/2023;7590;8456,82;533,71
21/04/2023;7597;8702,2;553,22
22/04/2023;7590;8387,58;529,99
23/04/2023;7579;7221,06;459,56
24/04/2023;7577;8483,31;553,51
25/04/2023;7581;8221,75;538,16
26/04/2023;7564;8215,52;526,94
27/04/2023;7558;8184,25;525,63
28/04/2023;7559;8394,5;532,18
29/04/2023;7567;8537,61;547,34
30/04/2023;7570;8064,08;467,17
01/05/2023;7569;9074,64;512,15
02/05/2023;7564;9216,47;532,98
03/05/2023;7560;9439,55;524,92
04/05/2023;7561;9512,45;531,33
05/05/2023;7562;10051,89;549,13
06/05/2023;7563;10331,56;558,39
07/05/2023;7558;8342,95;498,54
08/05/2023;7556;10277,57;570,95
09/05/2023;7564;9988,79;545,6
10/05/2023;7557;10250,17;550,14
11/05/2023;7566;9999,3;545,37
12/05/2023;7571;10170,91;541,59
13/05/2023;7600;10205,64;547,57
14/05/2023;7600;9177,23;476,31
15/05/2023;7615;10200,69;565,83
16/05/2023;7639;10319,26;554,95
17/05/2023;7643;9957,93;515,47
18/05/2023;7645;9572,94;500,6
19/05/2023;7648;9140,4;495,92
20/05/2023;7654;9858,7;533,36
21/05/2023;7636;8999,64;464,45
22/05/2023;7634;9936,56;537,79
23/05/2023;7642;9988,05;526,12
24/05/2023;7649;9920,39;525,17
25/05/2023;7648;9862,32;530,88
26/05/2023;7651;9913,73;533,78
27/05/2023;7652;9923,2;538,93
28/05/2023;7642;9037,95;467,55
29/05/2023;7643;10100,13;558,94
30/05/2023;7642;9966,33;541,21
31/05/2023;7638;10027,91;545,04
01/06/2023;7633;9671,91;548,38
02/06/2023;7578;9832,93;553,04
03/06/2023;7569;9871,4;553,05
04/06/2023;7605;8993,23;481,22
05/06/2023;7638;10063,03;567,91
06/06/2023;7588;9982,08;549,51
07/06/2023;7558;9763,1;546,79
08/06/2023;7535;10038,06;554,37
09/06/2023;7509;10029,51;546,29
10/06/2023;7492;10150,45;558,28
11/06/2023;7470;9324,43;490,43
12/06/2023;7455;10357,71;575,67
13/06/2023;7424;10202,06;556,09
14/06/2023;7409;10173,68;549,98
15/06/2023;7411;10226,33;546,9
16/06/2023;7389;10180,31;547,9
17/06/2023;7382;10267,95;550,56
18/06/2023;7377;9179,48;471,79
19/06/2023;7371;10298,4;569,86
20/06/2023;7376;10420,31;549,28
21/06/2023;7381;10344,68;543,95
22/06/2023;7384;10392,58;549,04
23/06/2023;7378;10438,53;553,75
24/06/2023;7372;10429,64;554,88
25/06/2023;7358;10040,19;504,16
26/06/2023;7359;10819,07;570,6
27/06/2023;7378;10478,75;555,28
28/06/2023;7389;10759,31;547,02
29/06/2023;7388;10822,3;554,07
30/06/2023;7390;10663,24;530,77
01/07/2023;7399;10979,09;561,96
02/07/2023;7247;9863,52;480,33
03/07/2023;7252;11037,62;570,18
04/07/2023;7091;11049,95;557,71
05/07/2023;7377;10872,01;556,59
06/07/2023;7350;11030,25;565,47
07/07/2023;7374;11094,93;555,91
08/07/2023;7399;11147,01;557,72
09/07/2023;7411;10295,04;492,72
10/07/2023;7420;11294,76;578,94
11/07/2023;7438;11148,63;557,03
12/07/2023;7453;11159,28;553,86
13/07/2023;7483;11076,9;550,83
14/07/2023;7496;11078,52;553,03
15/07/2023;7496;11262,34;560,15
16/07/2023;7501;10350,53;490,19
17/07/2023;7516;10776,02;497,81
18/07/2023;7516;10334,75;506,83
19/07/2023;7497;10557,53;540,23
20/07/2023;7467;10467,28;535,04
21/07/2023;7464;10712,75;533,14
22/07/2023;7451;10662,78;536,61
23/07/2023;7438;9903,35;476,84
24/07/2023;7462;10889,26;545,12
25/07/2023;7486;10850,58;534,57
26/07/2023;7490;10741,28;531,02
27/07/2023;7495;10859,58;533,65
28/07/2023;7494;10845,96;536,15
29/07/2023;7412;10677,86;541,61
30/07/2023;7425;10009,25;478,14
31/07/2023;7420;10988;566,32
01/08/2023;7410;10604,87;524,26
02/08/2023;7400;10734,2;542,09
03/08/2023;7381;10702,81;540,14
04/08/2023;7369;10775,38;576,67
05/08/2023;7361;10728,66;568,36
06/08/2023;7347;9876,58;493,74
07/08/2023;7334;10892,2;584,05
08/08/2023;7310;10692,88;568,16
09/08/2023;7293;10930,31;564,16
10/08/2023;7274;11186,93;568,7
11/08/2023;7254;11194,42;569,35
12/08/2023;7233;11016,43;561,23
13/08/2023;7200;10171,76;497,72
14/08/2023;7195;11193,55;583,79
15/08/2023;6889;11278,29;561,17
16/08/2023;7070;11195,02;563,54
17/08/2023;6905;11147,83;558,63
18/08/2023;6908;10951,96;541,79
19/08/2023;6927;8968,5;369,51
20/08/2023;6927;8366,95;448,22
21/08/2023;6931;10555,42;541,88
22/08/2023;6934;10386,09;492,52
23/08/2023;7129;9490,02;479,23
24/08/2023;7118;9691,84;487,31
25/08/2023;7111;9949,57;499,13
26/08/2023;7094;9764,19;494,32
27/08/2023;7063;9063,58;441,23
28/08/2023;7025;9836,56;507,81
29/08/2023;7019;10157,71;515,08
30/08/2023;7001;10503,91;520,89
31/08/2023;6935;10756,51;543,3
01/09/2023;7013;10248,62;512,19
02/09/2023;7040;9552,56;569,39
03/09/2023;7042;10029,28;489,68
04/09/2023;7049;11118,47;576,51
05/09/2023;7068;11105,08;564,27
06/09/2023;7072;11035,37;554,12
07/09/2023;7081;10795,88;547,89
08/09/2023;7012;10765,34;548,54
09/09/2023;6944;10923,57;549,59
10/09/2023;6978;10008,22;499,35
11/09/2023;6984;10707,27;557,74
12/09/2023;7002;10564,1;539,9
13/09/2023;7000;10105,33;529,42
14/09/2023;6994;10283,06;538,94
15/09/2023;6959;10410,72;530,43
16/09/2023;6955;10481,33;542,29
17/09/2023;6942;9324,51;465,43
18/09/2023;6929;10064,76;541,94
19/09/2023;6723;10333,82;532,49
20/09/2023;6879;10209,71;522,32
21/09/2023;6877;10150,32;516,79
22/09/2023;6873;10091,64;523,42
23/09/2023;6867;10246,98;521,57
24/09/2023;6800;9270,18;456,96
25/09/2023;6805;10175,71;537,83
26/09/2023;6805;10273,45;516,8
27/09/2023;6804;10012,67;508,76
28/09/2023;6817;10216,69;510,89
29/09/2023;6824;10251,18;510,11
30/09/2023;6883;10364,15;515,02
