date;parc;usage;revenu
02/09/2023;7010592;9539878,536;513146,6908
03/09/2023;7012734;10016599,39;433433,6412
04/09/2023;7019775;11105787,23;520266,6412
05/09/2023;7038908;11092395,33;508028,7442
06/09/2023;7042246;11022688,01;497875,2373
07/09/2023;7051215;10783197,99;491642,145
08/09/2023;6982798;10752663,58;492290,0673
09/09/2023;6914006;10910894,29;493340,66
10/09/2023;6948151;9995543,605;443103,2777
11/09/2023;6954856;10694592,12;501494,975
12/09/2023;6972430;10551422,59;483655,4954
13/09/2023;6970918;10092645,8;473173,3
14/09/2023;6964927;10270379,23;482694,1577
15/09/2023;6929736;10398037,47;474188,2504
16/09/2023;6925669;10468649,8;486045,05
17/09/2023;6912764;9311834,048;409184,6204
18/09/2023;6899749;10052084,14;485692,7877
19/09/2023;6693069;10321141,75;476247,6677
20/09/2023;6849022;10197030,95;466075,3881
21/09/2023;6847658;10137642,64;460544,6323
22/09/2023;6843596;10078956,25;467176,735
23/09/2023;6837666;10234299,03;465321,6562
24/09/2023;6770271;9257497,151;400711,385
25/09/2023;6775579;10163027,35;481588,0785
26/09/2023;6775869;10260770,37;460557,9858
27/09/2023;6774169;9999994,555;452517,4446
28/09/2023;6787918;10204010,94;454648,4162
29/09/2023;6794792;10238496,86;453868,1696
30/09/2023;6853773;10351474,42;458776,5512
01/01/2021;0;10432007,47;559414,9553
02/01/2021;0;7656527,384;417710,6586
03/01/2021;0;7086825,183;381466,1634
04/01/2021;0;7908016,567;430064,5953
05/01/2021;0;8347609,633;458369,3846
06/01/2021;0;8341228,817;453047,1001
07/01/2021;0;8260677,883;447636,0084
08/01/2021;0;8451009,85;455856,8442
09/01/2021;0;8268342,517;448345,6037
10/01/2021;0;7410389,333;391132,9791
11/01/2021;0;8273175,667;450126,9897
12/01/2021;0;8353221,9;449764,7056
13/01/2021;0;8363927,7;443806,4826
14/01/2021;0;8177622,317;438350,1033
15/01/2021;0;8310293,5;444605,3512
16/01/2021;0;10346782,2;423723,259
17/01/2021;0;9345444,517;362324,7218
18/01/2021;0;8697471,5;410997,6416
19/01/2021;0;8383886,283;433266,3757
20/01/2021;0;8516880,633;436843,5699
21/01/2021;0;8264534,767;418077,5515
22/01/2021;0;8113329,767;417976,5134
23/01/2021;0;8063590,883;415744,3183
24/01/2021;0;7191990,433;357836,144
25/01/2021;0;8094118,533;426637,3027
26/01/2021;0;8252356,867;429851,0753
27/01/2021;0;8201216,483;426721,6902
28/01/2021;0;8200390,717;431226,2813
29/01/2021;0;8347630,3;437546,6307
30/01/2021;0;7793267,717;398079,9428
31/01/2021;0;7335834,117;384203,4448
01/02/2021;0;8516920,467;452536,6414
02/02/2021;0;8689311,083;453402,216
03/02/2021;0;8687211,55;446531,3048
04/02/2021;0;8542907,067;444176,4837
05/02/2021;0;8726021,8;456954,9057
06/02/2021;0;8502976,083;443858,9842
07/02/2021;0;7737278,117;388270,162
08/02/2021;0;8970709;460256,6335
09/02/2021;0;8408725,783;442334,9306
10/02/2021;0;8621273,9;451360,442
11/02/2021;0;8543908,867;448168,2877
12/02/2021;0;8386609,333;447027,2031
13/02/2021;0;8243385,617;439104,2374
14/02/2021;0;7528796,617;395825,3374
15/02/2021;0;8412416,933;449999,3721
16/02/2021;0;8343776,45;439948,0392
17/02/2021;0;8307700,417;434597,8696
18/02/2021;0;8076869,35;429287,5317
19/02/2021;0;7796473,067;408243,9662
20/02/2021;0;8583282,734;425379,6249
21/02/2021;0;7511054,867;365968,3307
22/02/2021;0;8480874,867;441320,9732
23/02/2021;0;8380450,834;426989,8812
24/02/2021;0;8236969,233;419455,2509
25/02/2021;0;8310022,517;427333,2879
26/02/2021;0;8447769,4;433817,4275
27/02/2021;0;8340419,633;444847,9818
28/02/2021;0;7541688,017;387693,1258
01/03/2021;0;8421169,15;451147,7101
02/03/2021;0;7832161,967;409498,1342
03/03/2021;0;8322792,367;452509,7927
04/03/2021;0;6907617,067;369524,7835
05/03/2021;0;5038778,45;309719,3535
06/03/2021;0;7805419,45;424786,6767
07/03/2021;0;7525703,267;372744,4329
08/03/2021;0;8596408,05;462872,0889
09/03/2021;0;8568524,55;449127,7302
10/03/2021;0;8504974,633;445553,0093
11/03/2021;0;8359124,967;443783,142
12/03/2021;0;8388366,684;440804,0136
13/03/2021;0;8568624,7;456671,9165
14/03/2021;0;7673412,483;391964,0513
15/03/2021;0;8555753,233;450284,7959
16/03/2021;0;7892791,017;400522,6165
17/03/2021;0;8735136,517;449906,2248
18/03/2021;0;8458054,483;433281,0699
19/03/2021;0;8484623,8;448027,0223
20/03/2021;0;8654740,9;448618,8798
21/03/2021;0;7734613,05;382646,0301
22/03/2021;0;8581767,783;445842,365
23/03/2021;0;8718462,083;442285,3685
24/03/2021;0;8548890,75;426745,278
25/03/2021;0;8660011,267;443937,6246
26/03/2021;0;8669171,283;439191,2042
27/03/2021;0;8784627,367;450856,1042
28/03/2021;0;7757442,967;381787,12
29/03/2021;0;8740997,033;447701,3407
30/03/2021;0;8746883,283;446410,4123
31/03/2021;0;8646820,217;440214,4924
01/04/2021;0;9160195,25;465783,4842
02/04/2021;0;8958943,184;451827,0941
03/04/2021;0;8929204,1;462807,5696
04/04/2021;0;8048687,833;405467,799
05/04/2021;0;8830739,8;470749,1447
06/04/2021;0;8712344;466816,5507
07/04/2021;0;8750648;461830,9784
08/04/2021;0;9173286,617;466145,3589
09/04/2021;0;9311695,85;460675,0057
10/04/2021;0;9319327,117;461372,6206
11/04/2021;0;8530308,483;410258,2345
12/04/2021;0;8929817,117;460013,5573
13/04/2021;0;9174938,817;445263,087
14/04/2021;0;9020983,633;452130,9438
15/04/2021;0;9056174,767;452813,3077
16/04/2021;0;8886886,7;450297,1323
17/04/2021;0;8787007,483;461212,0378
18/04/2021;0;7722920,333;384352,4152
19/04/2021;0;8639571,333;445013,4694
20/04/2021;0;8787804,017;452448,6106
21/04/2021;0;8556288,433;424000,1651
22/04/2021;0;8878933,517;447236,8343
23/04/2021;0;9173624,817;431957,6545
24/04/2021;0;9484004,633;454865,544
25/04/2021;0;8654653,183;397075,9639
26/04/2021;0;9259148,283;454739,5547
27/04/2021;0;9372318,3;439017,5366
28/04/2021;0;10301537,3;450892,919
29/04/2021;0;9454181,25;458004,128
30/04/2021;0;9413618,2;463291,3489
01/05/2021;0;9141148,533;432725,845
02/05/2021;0;8449684,383;400711,8213
03/05/2021;0;9041223,433;465455,7284
04/05/2021;0;9225891,767;478636,9516
05/05/2021;0;8965487,667;456607,992
06/05/2021;0;8822523,183;466328,159
07/05/2021;0;8623598,717;458793,8108
08/05/2021;0;8432489,767;456952,5665
09/05/2021;0;7537797,284;393670,9224
10/05/2021;0;8864518,233;441690,1975
11/05/2021;0;8964474,567;424379,5929
12/05/2021;0;9267036,85;447779,8912
13/05/2021;0;9266093,383;448420,6032
14/05/2021;0;9182445,3;443779,8571
15/05/2021;0;9649775,633;463820,393
16/05/2021;0;8767550,4;403122,7618
17/05/2021;0;9181771,333;437571,5121
18/05/2021;0;9477892,05;455257,1046
19/05/2021;0;9527072,217;451577,0847
20/05/2021;0;9700211,65;457780,3093
21/05/2021;0;9759483,267;458397,3622
22/05/2021;0;9971238,833;472992,4484
23/05/2021;0;9097217,117;399187,9327
24/05/2021;0;9688716,4;461634,4972
25/05/2021;0;9855851,083;459086,321
26/05/2021;0;9979654,35;453255,6141
27/05/2021;0;10346259,67;476264,8041
28/05/2021;0;10237131,25;469790,3045
29/05/2021;0;10064156,55;461281,1383
30/05/2021;0;9197257,3;403447,5729
31/05/2021;0;10074913,7;474413,3546
01/06/2021;0;10391902,35;469089,0316
02/06/2021;0;10237399,23;470595,7756
03/06/2021;0;10506051,62;479989,4717
04/06/2021;0;10376803,72;477708,1759
05/06/2021;0;10385405,12;472463,9443
06/06/2021;0;9580645,033;411375,0941
07/06/2021;0;10448051,63;486912,7553
08/06/2021;0;10488699,02;479222,6838
09/06/2021;0;10627053,73;474738,8417
10/06/2021;0;10632713,83;473682,5502
11/06/2021;0;10658583;473982,3997
12/06/2021;0;10382476,03;468688,0629
13/06/2021;0;9519090,867;412566,3805
14/06/2021;0;10389956,73;477670,2952
15/06/2021;0;10499658,82;465088,4727
16/06/2021;0;10413595,35;465391,7629
17/06/2021;0;10424591,75;467220,0292
18/06/2021;0;9949197,283;414082,5983
19/06/2021;0;9151299,05;486067,8126
20/06/2021;0;9621743,783;416923,5429
21/06/2021;0;10363824,9;487087,2368
22/06/2021;0;11075002,88;474353,496
23/06/2021;0;10863634,7;473077,1741
24/06/2021;0;10618479,17;476545,4031
25/06/2021;0;11091421,25;483900,9397
26/06/2021;0;11046244,15;473511,3297
27/06/2021;0;9464571,167;392482,8974
28/06/2021;0;10112792,98;468221,7362
29/06/2021;0;11029721,28;484818,7494
30/06/2021;0;10785085,63;458377,0751
01/07/2021;0;10595019,75;477380,868
02/07/2021;0;10854513,38;471091,8531
03/07/2021;0;11060048,9;477080,0585
04/07/2021;0;9885481,967;414309,8062
05/07/2021;0;10813305,05;486676,1104
06/07/2021;0;10918100,2;479130,6333
07/07/2021;0;10947810,95;478693,1123
08/07/2021;0;10893051,58;478563,3662
09/07/2021;0;11089643,27;497391,7112
10/07/2021;0;11225622,13;501761,0731
11/07/2021;0;10220823,47;433393,5799
12/07/2021;0;11220308,38;506013,8107
13/07/2021;0;11069960,45;490812,3111
14/07/2021;0;11056480,87;486183,5629
15/07/2021;0;10858818,85;479525,4355
16/07/2021;0;11190879,27;488194,4221
17/07/2021;0;11096244,1;475611,9579
18/07/2021;0;10144805,35;417057,6595
19/07/2021;0;10903329,22;480776,7908
20/07/2021;0;11046555,95;471693,6651
21/07/2021;0;11045461,27;468695,759
22/07/2021;0;11265697,33;467819,2286
23/07/2021;0;11258571,67;465532,8967
24/07/2021;0;11190789,7;462511,4168
25/07/2021;0;10314072,87;397036,7247
26/07/2021;0;11100006,08;459186,7528
27/07/2021;0;11446506,15;461273,4977
28/07/2021;0;11500331,85;460448,2244
29/07/2021;0;11970658,18;448000,1186
30/07/2021;0;11907137,7;465945,5635
31/07/2021;0;11014877,52;467166,3021
01/08/2021;0;10084394,97;402420,2586
02/08/2021;0;10811589,67;462175,8923
03/08/2021;0;11263820,17;470225,4231
04/08/2021;0;11312205,63;481487,2665
05/08/2021;0;11159658,92;475170,9997
06/08/2021;0;10474941,97;437067,5596
07/08/2021;0;10111994,47;461185,9731
08/08/2021;0;9874465,65;404970,706
09/08/2021;0;10569750,3;472340,0773
10/08/2021;0;10992225,45;471859,7762
11/08/2021;0;11214292;467245,5804
12/08/2021;0;11032570,08;457741,1367
13/08/2021;0;11130783,07;464862,8924
14/08/2021;0;11128593,55;460925,9317
15/08/2021;0;10443964,4;405528,6906
16/08/2021;0;11444017,77;482686,7129
17/08/2021;0;11653420,43;471363,8397
18/08/2021;0;11380590,02;464771,211
19/08/2021;0;11304582,25;470628,4043
20/08/2021;0;11687966,97;465292,8943
21/08/2021;0;11252467,92;452934,1487
22/08/2021;0;10535014,75;407511,8062
23/08/2021;0;11616928,08;482284,8711
24/08/2021;0;11299281,63;467724,391
25/08/2021;0;11188291;466447,205
26/08/2021;0;11263571,75;458882,6062
27/08/2021;0;11148521,13;469994,2969
28/08/2021;0;11766478;479445,9544
29/08/2021;0;10927868,05;427644,5666
30/08/2021;0;11398660,38;470535,0759
31/08/2021;0;11206296,08;493366,7249
01/09/2021;0;11874088,35;489710,5152
02/09/2021;0;11682988,03;489749,9577
03/09/2021;0;11854426,9;505997,6647
04/09/2021;0;11917045,25;505553,9501
05/09/2021;0;11010724,72;444594,0402
06/09/2021;0;12131378,13;522920,1327
07/09/2021;0;12099169,22;510620,0371
08/09/2021;0;12361226,12;522270,1388
09/09/2021;0;12109086,17;509913,7764
10/09/2021;0;11987045,82;511410,6035
11/09/2021;0;11682821,02;497966,5256
12/09/2021;0;10718446,57;442343,6258
13/09/2021;0;11903147,52;530244,1573
14/09/2021;0;11907580,18;513045,179
15/09/2021;0;11699092,65;494167,6676
16/09/2021;0;11457113,6;485895,7775
17/09/2021;0;11964612,83;494615,5302
18/09/2021;0;11739310,95;482877,5488
19/09/2021;0;10454171,63;409349,7296
20/09/2021;0;11930273,18;512196,0618
21/09/2021;0;11980075,98;486230,7806
22/09/2021;0;11994042,12;474361,4592
23/09/2021;0;11568462,87;474894,566
24/09/2021;0;11942920,47;487543,0955
25/09/2021;0;11809738,45;473301,3673
26/09/2021;0;10546655,8;410417,2109
27/09/2021;0;11414703,4;485260,4542
28/09/2021;0;11993260,32;485536,062
29/09/2021;0;11953152,32;486911,9184
30/09/2021;0;11959767,82;487706,8134
01/10/2021;0;12116268,97;496866,7241
02/10/2021;0;12008350,8;509084,3852
03/10/2021;0;10958847,68;435048,4419
04/10/2021;0;12195422,17;537086,3614
05/10/2021;0;13278935,03;506194,2165
06/10/2021;0;12886777,85;527132,259
07/10/2021;0;12261736,63;502194,9635
08/10/2021;0;12440437,2;522842,4555
09/10/2021;0;12620105,33;521682,8629
10/10/2021;0;11793782,08;444849,6776
11/10/2021;0;12027168,23;506577,5757
12/10/2021;0;11897251,33;524223,15
13/10/2021;0;12395549,88;522043,853
14/10/2021;0;12451885,72;503379,3386
15/10/2021;0;13128262,63;487101,6164
16/10/2021;0;12674479,78;483486,2615
17/10/2021;0;11597591,15;429325,637
18/10/2021;0;11516903,65;497801,0721
19/10/2021;0;11688237,38;473186,251
20/10/2021;0;11613249,67;473476,5375
21/10/2021;0;11382112,07;471724,4526
22/10/2021;0;11689138,65;463866,5979
23/10/2021;0;11634627,98;471248,2728
24/10/2021;0;10538403,92;398704,0287
25/10/2021;0;11117327,23;480176,8277
26/10/2021;0;11426762,38;475988,9243
27/10/2021;0;11495121,27;458791,3689
28/10/2021;0;11633674,47;484553,5141
29/10/2021;0;11088616,2;478789,8487
30/10/2021;0;12352845,32;496081,1211
31/10/2021;0;10716238,22;404499,1339
01/11/2021;0;10961395,57;499109,6304
02/11/2021;0;11639490,97;505686,4001
03/11/2021;0;11499758,33;498224,0339
04/11/2021;0;11621091,53;513092,1993
05/11/2021;0;11671417,73;513984,8374
06/11/2021;0;11861513,67;517498,1346
07/11/2021;0;11353491,18;446062,6992
08/11/2021;0;12302279;549925,771
09/11/2021;0;12115987,63;524764,7858
10/11/2021;0;11992400,37;515793,4838
11/11/2021;0;11665415,83;498609,4617
12/11/2021;0;12018600,55;506483,2923
13/11/2021;0;11532648,9;474074,8207
14/11/2021;0;10709191,75;435977,7596
15/11/2021;0;11653289,55;521764,7168
16/11/2021;0;11195771,98;477812,5653
17/11/2021;0;11332030,42;498528,3664
18/11/2021;0;11678443,97;503166,141
19/11/2021;0;11658187,87;502844,0016
20/11/2021;0;11864076,4;505324,4842
21/11/2021;0;10397766,15;430562,1394
22/11/2021;0;10540001,17;489675,5649
23/11/2021;0;11528820,95;500381,1978
24/11/2021;0;11365047,7;484689,6844
25/11/2021;0;11114495,78;481866,9264
26/11/2021;0;11999065,57;498684,1108
27/11/2021;0;11854041,9;477358,3281
28/11/2021;0;11118669,52;428199,1674
29/11/2021;0;11925587,65;517149,5374
30/11/2021;0;12085831,52;519050,6335
01/12/2021;0;11799635,52;491538,9692
02/12/2021;0;11872335,1;516593,1749
03/12/2021;0;11672827,38;511539,5439
04/12/2021;0;11648417,55;505798,8397
05/12/2021;0;11206429,48;464500,4053
06/12/2021;0;12188936,3;558985,0929
07/12/2021;0;12042039,83;525436,5995
08/12/2021;0;11922592,8;510404,3055
09/12/2021;0;11106135,28;467181,18
10/12/2021;0;12094110,82;534048,6086
11/12/2021;0;11932074,85;503547,6281
12/12/2021;0;10776111,08;439955,6545
13/12/2021;0;11712528,6;534416,8518
14/12/2021;0;11976746,9;522791,549
15/12/2021;0;11558554,27;505277,5349
16/12/2021;0;11228996,28;491327,7873
17/12/2021;0;11924961,22;526329,9357
18/12/2021;0;12195465,75;534409,7106
19/12/2021;0;11065241,48;450266,6376
20/12/2021;0;11531468,05;508903,7897
21/12/2021;0;11821190,38;532664,4703
22/12/2021;0;12246770,65;543525,678
23/12/2021;0;12275479,65;549916,397
24/12/2021;0;13123726,05;597927,3205
25/12/2021;0;13409967,48;557878,3345
26/12/2021;0;10700201,15;460632,9404
27/12/2021;0;11913314,35;549605,1415
28/12/2021;0;12279689,85;568869,2205
29/12/2021;0;12914135,3;582922,137
30/12/2021;0;13319823,52;621351,9407
31/12/2021;0;13180246,92;700672,3634
